Season,Venue,Date,Place,Name,Round1,Round2,Round3,Total,ToPar
2024,Andalucia,2024-07-12,T4,Louis Oosthuizen,70,71.0,69.0,210.0,-3.0
2024,Andalucia,2024-07-12,T4,Patrick Reed,72,71.0,67.0,210.0,-3.0
2024,Andalucia,2024-07-12,T6,Danny Lee,67,72.0,72.0,211.0,-2.0
2024,Andalucia,2024-07-12,T6,Joaquin Niemann,74,68.0,69.0,211.0,-2.0
2024,Andalucia,2024-07-12,T6,Cameron Smith,72,71.0,68.0,211.0,-2.0
2024,Andalucia,2024-07-12,9,Bryson DeChambeau,74,67.0,71.0,212.0,-1.0
2024,Andalucia,2024-07-12,T10,Marc Leishman,76,66.0,71.0,213.0,0.0
2024,Andalucia,2024-07-12,T10,Jon Rahm,73,69.0,71.0,213.0,0.0
2024,Andalucia,2024-07-12,T12,Eugenio Lopez-Chacarra,68,72.0,74.0,214.0,1.0
2024,Andalucia,2024-07-12,T12,Lee Westwood,71,70.0,73.0,214.0,1.0
2024,Andalucia,2024-07-12,T14,Richard Bland,71,70.0,74.0,215.0,2.0
2024,Andalucia,2024-07-12,T14,Martin Kaymer,72,68.0,75.0,215.0,2.0
2024,Andalucia,2024-07-12,T14,Carlos Ortiz,72,74.0,69.0,215.0,2.0
2024,Andalucia,2024-07-12,T17,Dean Burmester,66,75.0,75.0,216.0,3.0
2024,Andalucia,2024-07-12,T17,Paul Casey,74,69.0,73.0,216.0,3.0
2024,Andalucia,2024-07-12,T17,Dustin Johnson,73,72.0,71.0,216.0,3.0
2024,Andalucia,2024-07-12,T17,Charl Schwartzel,73,72.0,71.0,216.0,3.0
2024,Andalucia,2024-07-12,T17,Scott Vincent,72,73.0,71.0,216.0,3.0
2024,Andalucia,2024-07-12,T17,Matthew Wolff,73,70.0,73.0,216.0,3.0
2024,Andalucia,2024-07-12,T23,John Catlin,75,73.0,69.0,217.0,4.0
2024,Andalucia,2024-07-12,T23,Sam Horsfield,70,74.0,73.0,217.0,4.0
2024,Andalucia,2024-07-12,T23,Sebastian Munoz,74,74.0,69.0,217.0,4.0
2024,Andalucia,2024-07-12,26,Abraham Ancer,74,72.0,72.0,218.0,5.0
2024,Andalucia,2024-07-12,T27,Brooks Koepka,75,68.0,76.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Phil Mickelson,73,72.0,74.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Pat Perez,76,70.0,73.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,David Puig,81,68.0,70.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Kalle Samooja,78,72.0,69.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Brendan Steele,77,69.0,73.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Henrik Stenson,79,67.0,73.0,219.0,6.0
2024,Andalucia,2024-07-12,T27,Cameron Tringale,76,70.0,73.0,219.0,6.0
2024,Andalucia,2024-07-12,T35,Lucas Herbert,75,75.0,70.0,220.0,7.0
2024,Andalucia,2024-07-12,T35,Jason Kokrak,77,71.0,72.0,220.0,7.0
2024,Andalucia,2024-07-12,T35,Mito Pereira,73,76.0,71.0,220.0,7.0
2024,Andalucia,2024-07-12,T38,Branden Grace,78,72.0,71.0,221.0,8.0
2024,Andalucia,2024-07-12,T38,Peter Uihlein,80,76.0,65.0,221.0,8.0
2024,Andalucia,2024-07-12,T40,Jinichiro Kozuma,77,74.0,71.0,222.0,9.0
2024,Andalucia,2024-07-12,T40,Kevin Na,73,74.0,75.0,222.0,9.0
2024,Andalucia,2024-07-12,T42,Graeme McDowell,75,77.0,71.0,223.0,10.0
2024,Andalucia,2024-07-12,T42,Adrian Meronk,76,77.0,70.0,223.0,10.0
2024,Andalucia,2024-07-12,T42,Andy Ogletree,78,70.0,75.0,223.0,10.0
2024,Andalucia,2024-07-12,T45,Talor Gooch,76,77.0,72.0,225.0,12.0
2024,Andalucia,2024-07-12,T45,Matt Jones,81,71.0,73.0,225.0,12.0
2024,Andalucia,2024-07-12,T47,Ian Poulter,76,76.0,74.0,226.0,13.0
2024,Andalucia,2024-07-12,T47,Bubba Watson,79,75.0,72.0,226.0,13.0
2024,Andalucia,2024-07-12,T49,Anthony Kim,73,72.0,82.0,227.0,14.0
2024,Andalucia,2024-07-12,T49,Caleb Surratt,78,72.0,77.0,227.0,14.0
2024,Andalucia,2024-07-12,T51,Thomas Pieters,79,80.0,70.0,229.0,16.0
2024,Andalucia,2024-07-12,T51,Harold Varner III,80,77.0,72.0,229.0,16.0
2024,Andalucia,2024-07-12,T51,Kieran Vincent,77,78.0,74.0,229.0,16.0
2024,Andalucia,2024-07-12,54,Hudson Swafford,82,69.0,80.0,231.0,18.0
2024,UK,2024-07-26,1,Jon Rahm,63,70.0,67.0,200.0,-13.0
2024,UK,2024-07-26,T2,Tyrrell Hatton,66,66.0,69.0,201.0,-12.0
2024,UK,2024-07-26,T2,Joaquin Niemann,69,67.0,65.0,201.0,-12.0
2024,UK,2024-07-26,T2,Cameron Smith,66,66.0,69.0,201.0,-12.0
2024,UK,2024-07-26,5,Paul Casey,67,66.0,70.0,203.0,-10.0
2024,UK,2024-07-26,T6,Talor Gooch,68,66.0,70.0,204.0,-9.0
2024,UK,2024-07-26,T6,Andy Ogletree,65,65.0,74.0,204.0,-9.0
2024,UK,2024-07-26,T6,Louis Oosthuizen,67,67.0,70.0,204.0,-9.0
2024,UK,2024-07-26,T6,Cameron Tringale,67,70.0,67.0,204.0,-9.0
2024,UK,2024-07-26,T6,Matthew Wolff,67,68.0,69.0,204.0,-9.0
2024,UK,2024-07-26,T11,Bryson DeChambeau,73,65.0,67.0,205.0,-8.0
2024,UK,2024-07-26,T11,David Puig,69,68.0,68.0,205.0,-8.0
2024,UK,2024-07-26,T11,Charl Schwartzel,70,67.0,68.0,205.0,-8.0
2024,UK,2024-07-26,T14,Richard Bland,69,68.0,69.0,206.0,-7.0
2024,UK,2024-07-26,T14,Peter Uihlein,68,67.0,71.0,206.0,-7.0
2024,UK,2024-07-26,T16,Abraham Ancer,65,72.0,70.0,207.0,-6.0
2024,UK,2024-07-26,T16,Brooks Koepka,67,68.0,72.0,207.0,-6.0
2024,UK,2024-07-26,T16,Adrian Meronk,68,69.0,70.0,207.0,-6.0
2024,UK,2024-07-26,T16,Scott Vincent,70,66.0,71.0,207.0,-6.0
2024,UK,2024-07-26,T20,Sergio Garcia,68,70.0,70.0,208.0,-5.0
2024,UK,2024-07-26,T20,Lucas Herbert,69,72.0,67.0,208.0,-5.0
2024,UK,2024-07-26,T20,Dustin Johnson,71,69.0,68.0,208.0,-5.0
2024,UK,2024-07-26,T20,Harold Varner III,69,73.0,66.0,208.0,-5.0
2024,UK,2024-07-26,T24,Dean Burmester,68,70.0,71.0,209.0,-4.0
2024,UK,2024-07-26,T24,Matt Jones,69,73.0,67.0,209.0,-4.0
2024,UK,2024-07-26,T24,Sebastian Munoz,68,68.0,73.0,209.0,-4.0
2024,UK,2024-07-26,T27,Ian Poulter,72,68.0,70.0,210.0,-3.0
2024,UK,2024-07-26,T27,Patrick Reed,72,68.0,70.0,210.0,-3.0
2024,UK,2024-07-26,T29,Jason Kokrak,69,69.0,73.0,211.0,-2.0
2024,UK,2024-07-26,T29,Graeme McDowell,67,74.0,70.0,211.0,-2.0
2024,UK,2024-07-26,T29,Carlos Ortiz,71,67.0,73.0,211.0,-2.0
2024,UK,2024-07-26,T29,Thomas Pieters,70,73.0,68.0,211.0,-2.0
2024,UK,2024-07-26,33,Jinichiro Kozuma,73,69.0,70.0,212.0,-1.0
2024,UK,2024-07-26,T34,John Catlin,72,71.0,70.0,213.0,0.0
2024,UK,2024-07-26,T34,Sam Horsfield,67,70.0,76.0,213.0,0.0
2024,UK,2024-07-26,T34,Phil Mickelson,70,72.0,71.0,213.0,0.0
2024,UK,2024-07-26,T34,Mito Pereira,70,70.0,73.0,213.0,0.0
2024,UK,2024-07-26,T34,Kalle Samooja,71,68.0,74.0,213.0,0.0
2024,UK,2024-07-26,T39,Anirban Lahiri,69,72.0,73.0,214.0,1.0
2024,UK,2024-07-26,T39,Bubba Watson,69,72.0,73.0,214.0,1.0
2024,UK,2024-07-26,T41,Eugenio Lopez-Chacarra,72,70.0,73.0,215.0,2.0
2024,UK,2024-07-26,T41,Kevin Na,70,70.0,75.0,215.0,2.0
2024,UK,2024-07-26,T41,Henrik Stenson,70,69.0,76.0,215.0,2.0
2024,UK,2024-07-26,T41,Caleb Surratt,76,68.0,71.0,215.0,2.0
2024,UK,2024-07-26,T41,Kieran Vincent,72,71.0,72.0,215.0,2.0
2024,UK,2024-07-26,T46,Anthony Kim,76,69.0,71.0,216.0,3.0
2024,UK,2024-07-26,T46,Brendan Steele,71,74.0,71.0,216.0,3.0
2024,UK,2024-07-26,T46,Lee Westwood,72,73.0,71.0,216.0,3.0
2024,UK,2024-07-26,49,Martin Kaymer,72,72.0,73.0,217.0,4.0
2024,UK,2024-07-26,50,Danny Lee,73,71.0,74.0,218.0,5.0
2024,UK,2024-07-26,51,Branden Grace,76,70.0,73.0,219.0,6.0
2024,UK,2024-07-26,52,Pat Perez,76,69.0,76.0,221.0,8.0
2024,UK,2024-07-26,53,Hudson Swafford,71,74.0,79.0,224.0,11.0
2024,Greenbrier,2024-08-16,1,Brooks Koepka,64,64.0,63.0,191.0,-19.0
2024,Greenbrier,2024-08-16,2,Jon Rahm,64,62.0,65.0,191.0,-19.0
2024,Greenbrier,2024-08-16,3,Jason Kokrak,63,66.0,63.0,192.0,-18.0
2024,Greenbrier,2024-08-16,T4,Richard Bland,64,64.0,65.0,193.0,-17.0
2024,Greenbrier,2024-08-16,T4,Marc Leishman,65,64.0,64.0,193.0,-17.0
2024,Greenbrier,2024-08-16,T6,Lucas Herbert,65,63.0,67.0,195.0,-15.0
2024,Greenbrier,2024-08-16,T6,Sebastian Munoz,63,66.0,66.0,195.0,-15.0
2024,Greenbrier,2024-08-16,T8,Sergio Garcia,67,63.0,66.0,196.0,-14.0
2024,Greenbrier,2024-08-16,T8,Louis Oosthuizen,70,66.0,60.0,196.0,-14.0
2024,Greenbrier,2024-08-16,T8,Cameron Smith,66,63.0,67.0,196.0,-14.0
2024,Greenbrier,2024-08-16,T11,Talor Gooch,63,65.0,69.0,197.0,-13.0
2024,Greenbrier,2024-08-16,T11,Cameron Tringale,67,67.0,63.0,197.0,-13.0
2024,Greenbrier,2024-08-16,T13,Abraham Ancer,66,64.0,68.0,198.0,-12.0
2024,Greenbrier,2024-08-16,T13,David Puig,68,65.0,65.0,198.0,-12.0
2024,Greenbrier,2024-08-16,T15,Bryson DeChambeau,68,65.0,66.0,199.0,-11.0
2024,Greenbrier,2024-08-16,T15,Danny Lee,68,66.0,65.0,199.0,-11.0
2024,Greenbrier,2024-08-16,T15,Joaquin Niemann,67,67.0,65.0,199.0,-11.0
2024,Greenbrier,2024-08-16,T15,Patrick Reed,70,66.0,63.0,199.0,-11.0
2024,Greenbrier,2024-08-16,T15,Caleb Surratt,65,67.0,67.0,199.0,-11.0
2024,Greenbrier,2024-08-16,T20,Branden Grace,68,68.0,64.0,200.0,-10.0
2024,Greenbrier,2024-08-16,T20,Matt Jones,64,68.0,68.0,200.0,-10.0
2024,Greenbrier,2024-08-16,T20,Jinichiro Kozuma,66,67.0,67.0,200.0,-10.0
2024,Greenbrier,2024-08-16,T20,Thomas Pieters,71,65.0,64.0,200.0,-10.0
2024,Greenbrier,2024-08-16,T20,Peter Uihlein,68,67.0,65.0,200.0,-10.0
2024,Greenbrier,2024-08-16,T25,Tyrrell Hatton,65,67.0,69.0,201.0,-9.0
2024,Greenbrier,2024-08-16,T25,Brendan Steele,68,66.0,67.0,201.0,-9.0
2024,Greenbrier,2024-08-16,T25,Scott Vincent,65,68.0,68.0,201.0,-9.0
2024,Greenbrier,2024-08-16,T28,Paul Casey,68,66.0,68.0,202.0,-8.0
2024,Greenbrier,2024-08-16,T28,Eugenio Lopez-Chacarra,68,66.0,68.0,202.0,-8.0
2024,Greenbrier,2024-08-16,T28,Mito Pereira,66,65.0,71.0,202.0,-8.0
2024,Greenbrier,2024-08-16,T28,Henrik Stenson,66,68.0,68.0,202.0,-8.0
2024,Greenbrier,2024-08-16,T28,Bubba Watson,73,63.0,66.0,202.0,-8.0
2024,Greenbrier,2024-08-16,T33,Dustin Johnson,70,67.0,66.0,203.0,-7.0
2024,Greenbrier,2024-08-16,T33,Andy Ogletree,70,66.0,67.0,203.0,-7.0
2024,Greenbrier,2024-08-16,T33,Matthew Wolff,68,68.0,67.0,203.0,-7.0
2024,Greenbrier,2024-08-16,36,Anthony Kim,69,70.0,65.0,204.0,-6.0
2024,Greenbrier,2024-08-16,T37,Dean Burmester,68,68.0,69.0,205.0,-5.0
2024,Greenbrier,2024-08-16,T37,Ben Campbell,71,65.0,69.0,205.0,-5.0
2024,Greenbrier,2024-08-16,T37,John Catlin,66,72.0,67.0,205.0,-5.0
2024,Greenbrier,2024-08-16,T37,Charles Howell III,71,64.0,70.0,205.0,-5.0
2024,Greenbrier,2024-08-16,T37,Kieran Vincent,71,67.0,67.0,205.0,-5.0
2024,Greenbrier,2024-08-16,T42,Martin Kaymer,68,70.0,68.0,206.0,-4.0
2024,Greenbrier,2024-08-16,T42,Anirban Lahiri,70,71.0,65.0,206.0,-4.0
2024,Greenbrier,2024-08-16,T42,Adrian Meronk,66,72.0,68.0,206.0,-4.0
2024,Greenbrier,2024-08-16,T42,Carlos Ortiz,71,65.0,70.0,206.0,-4.0
2024,Greenbrier,2024-08-16,T42,Pat Perez,68,69.0,69.0,206.0,-4.0
2024,Greenbrier,2024-08-16,T47,Harold Varner III,70,72.0,65.0,207.0,-3.0
2024,Greenbrier,2024-08-16,T47,Lee Westwood,69,72.0,66.0,207.0,-3.0
2024,Greenbrier,2024-08-16,49,Kevin Na,70,69.0,69.0,208.0,-2.0
2024,Greenbrier,2024-08-16,50,Phil Mickelson,67,68.0,75.0,210.0,0.0
2024,Greenbrier,2024-08-16,51,Charl Schwartzel,72,67.0,72.0,211.0,1.0
2024,Greenbrier,2024-08-16,52,Ian Poulter,71,72.0,69.0,212.0,2.0
2024,Greenbrier,2024-08-16,53,Kalle Samooja,70,72.0,72.0,214.0,4.0
2024,Greenbrier,2024-08-16,54,Hudson Swafford,73,72.0,73.0,218.0,8.0
2024,Chicago,2024-09-13,1,Jon Rahm,69,64.0,66.0,199.0,-11.0
2024,Chicago,2024-09-13,T2,Sergio Garcia,69,65.0,68.0,202.0,-8.0
2024,Chicago,2024-09-13,T2,Joaquin Niemann,68,68.0,66.0,202.0,-8.0
2024,Chicago,2024-09-13,4,Tyrrell Hatton,73,65.0,65.0,203.0,-7.0
2024,Chicago,2024-09-13,5,Ian Poulter,68,68.0,68.0,204.0,-6.0
2024,Chicago,2024-09-13,T6,Bryson DeChambeau,68,69.0,68.0,205.0,-5.0
2024,Chicago,2024-09-13,T6,Lucas Herbert,68,69.0,68.0,205.0,-5.0
2024,Chicago,2024-09-13,T6,Brooks Koepka,62,73.0,70.0,205.0,-5.0
2024,Chicago,2024-09-13,T6,Anirban Lahiri,67,71.0,67.0,205.0,-5.0
2024,Chicago,2024-09-13,T6,Henrik Stenson,68,71.0,66.0,205.0,-5.0
2024,Chicago,2024-09-13,T11,Abraham Ancer,69,70.0,67.0,206.0,-4.0
2024,Chicago,2024-09-13,T11,Thomas Pieters,69,69.0,68.0,206.0,-4.0
2024,Chicago,2024-09-13,T13,Paul Casey,66,71.0,70.0,207.0,-3.0
2024,Chicago,2024-09-13,T13,Harold Varner III,69,71.0,67.0,207.0,-3.0
2024,Chicago,2024-09-13,T15,Richard Bland,71,68.0,69.0,208.0,-2.0
2024,Chicago,2024-09-13,T15,Talor Gooch,71,70.0,67.0,208.0,-2.0
2024,Chicago,2024-09-13,T15,Jinichiro Kozuma,71,70.0,67.0,208.0,-2.0
2024,Chicago,2024-09-13,T15,Kalle Samooja,71,66.0,71.0,208.0,-2.0
2024,Chicago,2024-09-13,T15,Peter Uihlein,69,72.0,67.0,208.0,-2.0
2024,Chicago,2024-09-13,T20,Sebastian Munoz,72,70.0,67.0,209.0,-1.0
2024,Chicago,2024-09-13,T20,Carlos Ortiz,71,67.0,71.0,209.0,-1.0
2024,Chicago,2024-09-13,T20,David Puig,71,71.0,67.0,209.0,-1.0
2024,Chicago,2024-09-13,T23,Matt Jones,71,72.0,67.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Graeme McDowell,72,72.0,66.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Adrian Meronk,71,65.0,74.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Phil Mickelson,75,68.0,67.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Kevin Na,72,70.0,68.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Kieran Vincent,75,69.0,66.0,210.0,0.0
2024,Chicago,2024-09-13,T23,Scott Vincent,71,71.0,68.0,210.0,0.0
2024,Chicago,2024-09-13,T30,Danny Lee,73,68.0,70.0,211.0,1.0
2024,Chicago,2024-09-13,T30,Louis Oosthuizen,69,73.0,69.0,211.0,1.0
2024,Chicago,2024-09-13,T30,Patrick Reed,68,74.0,69.0,211.0,1.0
2024,Chicago,2024-09-13,T30,Brendan Steele,73,70.0,68.0,211.0,1.0
2024,Chicago,2024-09-13,T34,Branden Grace,71,73.0,68.0,212.0,2.0
2024,Chicago,2024-09-13,T34,Sam Horsfield,73,69.0,70.0,212.0,2.0
2024,Chicago,2024-09-13,T34,Dustin Johnson,68,69.0,75.0,212.0,2.0
2024,Chicago,2024-09-13,T34,Martin Kaymer,69,75.0,68.0,212.0,2.0
2024,Chicago,2024-09-13,T34,Marc Leishman,74,70.0,68.0,212.0,2.0
2024,Chicago,2024-09-13,T34,Cameron Tringale,75,73.0,64.0,212.0,2.0
2024,Chicago,2024-09-13,T40,Eugenio Lopez-Chacarra,70,71.0,72.0,213.0,3.0
2024,Chicago,2024-09-13,T40,Andy Ogletree,72,72.0,69.0,213.0,3.0
2024,Chicago,2024-09-13,T42,Dean Burmester,70,71.0,73.0,214.0,4.0
2024,Chicago,2024-09-13,T42,Charles Howell III,74,69.0,71.0,214.0,4.0
2024,Chicago,2024-09-13,T42,Anthony Kim,71,73.0,70.0,214.0,4.0
2024,Chicago,2024-09-13,T42,Charl Schwartzel,72,68.0,74.0,214.0,4.0
2024,Chicago,2024-09-13,T42,Bubba Watson,73,76.0,65.0,214.0,4.0
2024,Chicago,2024-09-13,T47,Mito Pereira,73,71.0,71.0,215.0,5.0
2024,Chicago,2024-09-13,T47,Pat Perez,74,73.0,68.0,215.0,5.0
2024,Chicago,2024-09-13,T47,Lee Westwood,71,74.0,70.0,215.0,5.0
2024,Chicago,2024-09-13,T47,Matthew Wolff,76,72.0,67.0,215.0,5.0
2024,Chicago,2024-09-13,51,Jason Kokrak,73,73.0,70.0,216.0,6.0
2024,Chicago,2024-09-13,52,Cameron Smith,73,73.0,74.0,220.0,10.0
2024,Chicago,2024-09-13,53,Hudson Swafford,78,78.0,67.0,223.0,13.0
2024,Chicago,2024-09-13,54,Caleb Surratt,80,73.0,75.0,228.0,18.0
