Season,Venue,Date,Place,Name,Round1,Round2,Round3,Total,ToPar
2024,Hong Kong,2024-03-07,T19,Louis Oosthuizen,64,70.0,68.0,202.0,-8.0
2024,Hong Kong,2024-03-07,T21,Talor Gooch,69,68.0,66.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Tyrrell Hatton,68,65.0,70.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Dustin Johnson,70,70.0,63.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Matt Jones,64,68.0,71.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Martin Kaymer,64,72.0,67.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Sebastian Munoz,66,66.0,71.0,203.0,-7.0
2024,Hong Kong,2024-03-07,T21,Scott Vincent,67,68.0,68.0,203.0,-7.0
2024,Hong Kong,2024-03-07,28,Brooks Koepka,65,68.0,71.0,204.0,-6.0
2024,Hong Kong,2024-03-07,T29,Marc Leishman,68,68.0,69.0,205.0,-5.0
2024,Hong Kong,2024-03-07,T29,Andy Ogletree,69,66.0,70.0,205.0,-5.0
2024,Hong Kong,2024-03-07,T29,Patrick Reed,67,69.0,69.0,205.0,-5.0
2024,Hong Kong,2024-03-07,T29,Peter Uihlein,73,65.0,67.0,205.0,-5.0
2024,Hong Kong,2024-03-07,T29,Bubba Watson,68,67.0,70.0,205.0,-5.0
2024,Hong Kong,2024-03-07,T34,Anirban Lahiri,66,71.0,69.0,206.0,-4.0
2024,Hong Kong,2024-03-07,T34,David Puig,72,66.0,68.0,206.0,-4.0
2024,Hong Kong,2024-03-07,T34,Brendan Steele,70,69.0,67.0,206.0,-4.0
2024,Hong Kong,2024-03-07,T34,Cameron Tringale,66,71.0,69.0,206.0,-4.0
2024,Hong Kong,2024-03-07,T38,Sergio Garcia,71,66.0,70.0,207.0,-3.0
2024,Hong Kong,2024-03-07,T38,Pat Perez,69,65.0,73.0,207.0,-3.0
2024,Hong Kong,2024-03-07,T38,Caleb Surratt,70,71.0,66.0,207.0,-3.0
2024,Hong Kong,2024-03-07,T41,Jinichiro Kozuma,70,68.0,70.0,208.0,-2.0
2024,Hong Kong,2024-03-07,T41,Danny Lee,70,68.0,70.0,208.0,-2.0
2024,Hong Kong,2024-03-07,T41,Kalle Samooja,69,68.0,71.0,208.0,-2.0
2024,Hong Kong,2024-03-07,T41,Charl Schwartzel,70,68.0,70.0,208.0,-2.0
2024,Hong Kong,2024-03-07,T45,Branden Grace,67,70.0,72.0,209.0,-1.0
2024,Hong Kong,2024-03-07,T45,Lee Westwood,74,68.0,67.0,209.0,-1.0
2024,Hong Kong,2024-03-07,T45,Matthew Wolff,67,73.0,69.0,209.0,-1.0
2024,Hong Kong,2024-03-07,T48,Mito Pereira,69,73.0,68.0,210.0,0.0
2024,Hong Kong,2024-03-07,T48,Thomas Pieters,71,68.0,71.0,210.0,0.0
2024,Hong Kong,2024-03-07,50,Anthony Kim,76,72.0,65.0,213.0,3.0
2024,Hong Kong,2024-03-07,51,Jason Kokrak,73,74.0,69.0,216.0,6.0
2024,Hong Kong,2024-03-07,T52,Phil Mickelson,80,68.0,70.0,218.0,8.0
2024,Hong Kong,2024-03-07,T52,Hudson Swafford,76,73.0,69.0,218.0,8.0
2024,Hong Kong,2024-03-07,54,Kieran Vincent,69,74.0,76.0,219.0,9.0
2024,Miami,2024-04-05,1,Dean Burmester,68,69.0,68.0,205.0,-11.0
2024,Miami,2024-04-05,2,Sergio Garcia,67,68.0,70.0,205.0,-11.0
2024,Miami,2024-04-05,3,Matthew Wolff,68,69.0,69.0,206.0,-10.0
2024,Miami,2024-04-05,T4,Tyrrell Hatton,70,67.0,71.0,208.0,-8.0
2024,Miami,2024-04-05,T4,Marc Leishman,70,69.0,69.0,208.0,-8.0
2024,Miami,2024-04-05,T4,Jon Rahm,69,70.0,69.0,208.0,-8.0
2024,Miami,2024-04-05,T7,Bryson DeChambeau,71,70.0,68.0,209.0,-7.0
2024,Miami,2024-04-05,T7,Louis Oosthuizen,70,68.0,71.0,209.0,-7.0
2024,Miami,2024-04-05,T9,Abraham Ancer,73,69.0,68.0,210.0,-6.0
2024,Miami,2024-04-05,T9,Talor Gooch,67,70.0,73.0,210.0,-6.0
2024,Miami,2024-04-05,T9,Joaquin Niemann,71,69.0,70.0,210.0,-6.0
2024,Miami,2024-04-05,T9,Thomas Pieters,72,69.0,69.0,210.0,-6.0
2024,Miami,2024-04-05,T9,Patrick Reed,69,69.0,72.0,210.0,-6.0
2024,Miami,2024-04-05,T14,Richard Bland,71,67.0,73.0,211.0,-5.0
2024,Miami,2024-04-05,T14,Paul Casey,71,71.0,69.0,211.0,-5.0
2024,Miami,2024-04-05,T14,Carlos Ortiz,74,69.0,68.0,211.0,-5.0
2024,Miami,2024-04-05,17,Adrian Meronk,72,66.0,74.0,212.0,-4.0
2024,Miami,2024-04-05,T18,Brendan Steele,69,72.0,72.0,213.0,-3.0
2024,Miami,2024-04-05,T18,Caleb Surratt,69,74.0,70.0,213.0,-3.0
2024,Miami,2024-04-05,T18,Peter Uihlein,67,73.0,73.0,213.0,-3.0
2024,Miami,2024-04-05,T21,Cameron Tringale,73,70.0,71.0,214.0,-2.0
2024,Miami,2024-04-05,T21,Harold Varner III,70,74.0,70.0,214.0,-2.0
2024,Miami,2024-04-05,T21,Scott Vincent,68,74.0,72.0,214.0,-2.0
2024,Miami,2024-04-05,T24,Dustin Johnson,70,71.0,74.0,215.0,-1.0
2024,Miami,2024-04-05,T24,Kevin Na,70,72.0,73.0,215.0,-1.0
2024,Miami,2024-04-05,T24,Kieran Vincent,72,66.0,77.0,215.0,-1.0
2024,Miami,2024-04-05,T27,Jason Kokrak,76,72.0,68.0,216.0,0.0
2024,Miami,2024-04-05,T27,Sebastian Munoz,74,74.0,68.0,216.0,0.0
2024,Miami,2024-04-05,T29,Graeme McDowell,74,73.0,70.0,217.0,1.0
2024,Miami,2024-04-05,T29,Ian Poulter,72,74.0,71.0,217.0,1.0
2024,Miami,2024-04-05,T29,Henrik Stenson,73,71.0,73.0,217.0,1.0
2024,Miami,2024-04-05,T32,Branden Grace,75,71.0,72.0,218.0,2.0
2024,Miami,2024-04-05,T32,Matt Jones,74,75.0,69.0,218.0,2.0
2024,Miami,2024-04-05,T32,Mito Pereira,69,71.0,78.0,218.0,2.0
2024,Miami,2024-04-05,T32,Bubba Watson,68,76.0,74.0,218.0,2.0
2024,Miami,2024-04-05,36,Anirban Lahiri,72,70.0,77.0,219.0,3.0
2024,Miami,2024-04-05,T37,Danny Lee,76,72.0,72.0,220.0,4.0
2024,Miami,2024-04-05,T37,Charl Schwartzel,73,72.0,75.0,220.0,4.0
2024,Miami,2024-04-05,T39,Martin Kaymer,72,73.0,76.0,221.0,5.0
2024,Miami,2024-04-05,T39,Eugenio Lopez-Chacarra,73,72.0,76.0,221.0,5.0
2024,Miami,2024-04-05,T39,David Puig,75,75.0,71.0,221.0,5.0
2024,Miami,2024-04-05,T39,Kalle Samooja,71,73.0,77.0,221.0,5.0
2024,Miami,2024-04-05,T43,Charles Howell III,79,73.0,70.0,222.0,6.0
2024,Miami,2024-04-05,T43,Hudson Swafford,75,75.0,72.0,222.0,6.0
2024,Miami,2024-04-05,T45,Brooks Koepka,69,77.0,77.0,223.0,7.0
2024,Miami,2024-04-05,T45,Lee Westwood,75,75.0,73.0,223.0,7.0
2024,Miami,2024-04-05,47,Phil Mickelson,76,72.0,76.0,224.0,8.0
2024,Miami,2024-04-05,T48,Sam Horsfield,81,71.0,73.0,225.0,9.0
2024,Miami,2024-04-05,T48,Pat Perez,74,75.0,76.0,225.0,9.0
2024,Miami,2024-04-05,50,Andy Ogletree,79,73.0,75.0,227.0,11.0
2024,Miami,2024-04-05,T51,Lucas Herbert,73,77.0,81.0,231.0,15.0
2024,Miami,2024-04-05,T51,Jinichiro Kozuma,80,75.0,76.0,231.0,15.0
2024,Miami,2024-04-05,53,Anthony Kim,76,81.0,80.0,237.0,21.0
2024,Miami,2024-04-05,WD,Cameron Smith,75,,,,
2024,Adelaide,2024-04-25,1,Brendan Steele,66,64.0,68.0,198.0,-18.0
2024,Adelaide,2024-04-25,2,Louis Oosthuizen,68,66.0,65.0,199.0,-17.0
2024,Adelaide,2024-04-25,T3,Dean Burmester,67,66.0,67.0,200.0,-16.0
2024,Adelaide,2024-04-25,T3,Joaquin Niemann,67,67.0,66.0,200.0,-16.0
2024,Adelaide,2024-04-25,T3,Andy Ogletree,65,70.0,65.0,200.0,-16.0
2024,Adelaide,2024-04-25,T3,Jon Rahm,67,69.0,64.0,200.0,-16.0
2024,Adelaide,2024-04-25,T3,Charl Schwartzel,69,67.0,64.0,200.0,-16.0
2024,Adelaide,2024-04-25,8,Mito Pereira,65,67.0,69.0,201.0,-15.0
2024,Adelaide,2024-04-25,T9,Abraham Ancer,69,69.0,64.0,202.0,-14.0
2024,Adelaide,2024-04-25,T9,Matt Jones,66,68.0,68.0,202.0,-14.0
2024,Adelaide,2024-04-25,T9,Brooks Koepka,70,66.0,66.0,202.0,-14.0
2024,Adelaide,2024-04-25,T9,Jinichiro Kozuma,63,71.0,68.0,202.0,-14.0
2024,Adelaide,2024-04-25,T9,Danny Lee,64,67.0,71.0,202.0,-14.0
2024,Adelaide,2024-04-25,T14,Tyrrell Hatton,70,66.0,67.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Lucas Herbert,73,65.0,65.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Martin Kaymer,71,68.0,64.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Anirban Lahiri,65,71.0,67.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Marc Leishman,67,71.0,65.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Thomas Pieters,69,67.0,67.0,203.0,-13.0
2024,Adelaide,2024-04-25,T14,Cameron Smith,68,65.0,70.0,203.0,-13.0
2024,Adelaide,2024-04-25,21,Cameron Tringale,68,65.0,71.0,204.0,-12.0
2024,Adelaide,2024-04-25,T22,Richard Bland,68,68.0,69.0,205.0,-11.0
2024,Adelaide,2024-04-25,T22,Talor Gooch,68,68.0,69.0,205.0,-11.0
2024,Adelaide,2024-04-25,T22,Carlos Ortiz,64,68.0,73.0,205.0,-11.0
2024,Adelaide,2024-04-25,T22,Patrick Reed,67,66.0,72.0,205.0,-11.0
2024,Adelaide,2024-04-25,T22,Caleb Surratt,68,69.0,68.0,205.0,-11.0
2024,Adelaide,2024-04-25,T27,Bryson DeChambeau,68,68.0,70.0,206.0,-10.0
2024,Adelaide,2024-04-25,T27,Charles Howell III,70,65.0,71.0,206.0,-10.0
2024,Adelaide,2024-04-25,T27,Adrian Meronk,72,68.0,66.0,206.0,-10.0
2024,Adelaide,2024-04-25,T27,Matthew Wolff,71,66.0,69.0,206.0,-10.0
2024,Adelaide,2024-04-25,T31,Paul Casey,67,72.0,68.0,207.0,-9.0
2024,Adelaide,2024-04-25,T31,Dustin Johnson,72,66.0,69.0,207.0,-9.0
2024,Adelaide,2024-04-25,T31,Pat Perez,69,70.0,68.0,207.0,-9.0
2024,Adelaide,2024-04-25,T34,Kevin Na,74,65.0,69.0,208.0,-8.0
2024,Adelaide,2024-04-25,T34,Peter Uihlein,65,72.0,71.0,208.0,-8.0
2024,Adelaide,2024-04-25,T34,Bubba Watson,70,67.0,71.0,208.0,-8.0
2024,Adelaide,2024-04-25,T34,Lee Westwood,70,69.0,69.0,208.0,-8.0
2024,Adelaide,2024-04-25,T38,Phil Mickelson,69,70.0,70.0,209.0,-7.0
2024,Adelaide,2024-04-25,T38,Sebastian Munoz,73,67.0,69.0,209.0,-7.0
2024,Adelaide,2024-04-25,T40,Sergio Garcia,71,73.0,66.0,210.0,-6.0
2024,Adelaide,2024-04-25,T40,Branden Grace,73,69.0,68.0,210.0,-6.0
2024,Adelaide,2024-04-25,T40,Sam Horsfield,71,68.0,71.0,210.0,-6.0
2024,Adelaide,2024-04-25,T40,David Puig,72,69.0,69.0,210.0,-6.0
2024,Adelaide,2024-04-25,T40,Kalle Samooja,69,72.0,69.0,210.0,-6.0
2024,Adelaide,2024-04-25,45,Eugenio Lopez-Chacarra,75,69.0,67.0,211.0,-5.0
2024,Adelaide,2024-04-25,T46,Graeme McDowell,75,66.0,71.0,212.0,-4.0
2024,Adelaide,2024-04-25,T46,Scott Vincent,70,69.0,73.0,212.0,-4.0
2024,Adelaide,2024-04-25,48,Harold Varner III,72,69.0,72.0,213.0,-3.0
2024,Adelaide,2024-04-25,49,Jason Kokrak,75,70.0,69.0,214.0,-2.0
2024,Adelaide,2024-04-25,50,Kieran Vincent,72,73.0,70.0,215.0,-1.0
2024,Adelaide,2024-04-25,51,Henrik Stenson,73,75.0,71.0,219.0,3.0
2024,Adelaide,2024-04-25,T52,Ian Poulter,72,74.0,74.0,220.0,4.0
2024,Adelaide,2024-04-25,T52,Hudson Swafford,74,74.0,72.0,220.0,4.0
2024,Adelaide,2024-04-25,54,Anthony Kim,71,72.0,79.0,222.0,6.0
2024,Singapore,2024-05-02,1,Brooks Koepka,66,64.0,68.0,198.0,-15.0
2024,Singapore,2024-05-02,T2,Marc Leishman,67,67.0,66.0,200.0,-13.0
2024,Singapore,2024-05-02,T2,Cameron Smith,71,65.0,64.0,200.0,-13.0
2024,Singapore,2024-05-02,4,Talor Gooch,68,66.0,67.0,201.0,-12.0
2024,Singapore,2024-05-02,T5,Tyrrell Hatton,68,68.0,66.0,202.0,-11.0
2024,Singapore,2024-05-02,T5,Thomas Pieters,66,67.0,69.0,202.0,-11.0
2024,Singapore,2024-05-02,T7,Dustin Johnson,67,70.0,66.0,203.0,-10.0
2024,Singapore,2024-05-02,T7,Kevin Na,66,70.0,67.0,203.0,-10.0
2024,Singapore,2024-05-02,T7,Joaquin Niemann,67,69.0,67.0,203.0,-10.0
2024,Singapore,2024-05-02,T10,Abraham Ancer,66,67.0,71.0,204.0,-9.0
2024,Singapore,2024-05-02,T10,Eugenio Lopez-Chacarra,67,69.0,68.0,204.0,-9.0
2024,Singapore,2024-05-02,T10,Adrian Meronk,67,66.0,71.0,204.0,-9.0
2024,Singapore,2024-05-02,T10,Jon Rahm,69,68.0,67.0,204.0,-9.0
2024,Singapore,2024-05-02,T14,Dean Burmester,67,70.0,68.0,205.0,-8.0
2024,Singapore,2024-05-02,T14,Sergio Garcia,69,68.0,68.0,205.0,-8.0
2024,Singapore,2024-05-02,T14,Patrick Reed,71,68.0,66.0,205.0,-8.0
2024,Singapore,2024-05-02,T14,Kalle Samooja,72,69.0,64.0,205.0,-8.0
2024,Singapore,2024-05-02,T14,Cameron Tringale,66,68.0,71.0,205.0,-8.0
2024,Singapore,2024-05-02,T19,Martin Kaymer,66,69.0,71.0,206.0,-7.0
2024,Singapore,2024-05-02,T19,Sebastian Munoz,65,70.0,71.0,206.0,-7.0
2024,Singapore,2024-05-02,T19,Carlos Ortiz,72,70.0,64.0,206.0,-7.0
2024,Singapore,2024-05-02,T22,Richard Bland,70,68.0,69.0,207.0,-6.0
2024,Singapore,2024-05-02,T22,Phil Mickelson,72,68.0,67.0,207.0,-6.0
2024,Singapore,2024-05-02,T22,Louis Oosthuizen,67,69.0,71.0,207.0,-6.0
2024,Singapore,2024-05-02,T22,Peter Uihlein,69,70.0,68.0,207.0,-6.0
2024,Singapore,2024-05-02,T22,Kieran Vincent,68,68.0,71.0,207.0,-6.0
2024,Singapore,2024-05-02,T27,Bryson DeChambeau,73,66.0,69.0,208.0,-5.0
2024,Singapore,2024-05-02,T27,Lucas Herbert,67,67.0,74.0,208.0,-5.0
2024,Singapore,2024-05-02,T27,David Puig,70,70.0,68.0,208.0,-5.0
2024,Singapore,2024-05-02,T30,Anirban Lahiri,70,69.0,70.0,209.0,-4.0
2024,Singapore,2024-05-02,T30,Matthew Wolff,68,65.0,76.0,209.0,-4.0
2024,Singapore,2024-05-02,T32,Paul Casey,69,71.0,70.0,210.0,-3.0
2024,Singapore,2024-05-02,T32,Branden Grace,69,72.0,69.0,210.0,-3.0
2024,Singapore,2024-05-02,T32,Harold Varner III,71,67.0,72.0,210.0,-3.0
2024,Singapore,2024-05-02,T35,Ian Poulter,70,68.0,73.0,211.0,-2.0
2024,Singapore,2024-05-02,T35,Charl Schwartzel,70,70.0,71.0,211.0,-2.0
2024,Singapore,2024-05-02,T37,Matt Jones,74,68.0,70.0,212.0,-1.0
2024,Singapore,2024-05-02,T37,Graeme McDowell,68,73.0,71.0,212.0,-1.0
2024,Singapore,2024-05-02,T37,Scott Vincent,70,66.0,76.0,212.0,-1.0
2024,Singapore,2024-05-02,T40,Charles Howell III,76,66.0,71.0,213.0,0.0
2024,Singapore,2024-05-02,T40,Jason Kokrak,69,71.0,73.0,213.0,0.0
2024,Singapore,2024-05-02,T40,Brendan Steele,68,74.0,71.0,213.0,0.0
2024,Singapore,2024-05-02,T40,Caleb Surratt,72,70.0,71.0,213.0,0.0
2024,Singapore,2024-05-02,44,Henrik Stenson,73,68.0,73.0,214.0,1.0
2024,Singapore,2024-05-02,T45,Andy Ogletree,77,71.0,67.0,215.0,2.0
2024,Singapore,2024-05-02,T45,Bubba Watson,71,77.0,67.0,215.0,2.0
2024,Singapore,2024-05-02,T47,Sam Horsfield,71,75.0,70.0,216.0,3.0
2024,Singapore,2024-05-02,T47,Mito Pereira,76,70.0,70.0,216.0,3.0
2024,Singapore,2024-05-02,T49,Danny Lee,72,76.0,69.0,217.0,4.0
2024,Singapore,2024-05-02,T49,Hudson Swafford,73,72.0,72.0,217.0,4.0
2024,Singapore,2024-05-02,T49,Lee Westwood,71,71.0,75.0,217.0,4.0
2024,Singapore,2024-05-02,T52,Anthony Kim,69,75.0,75.0,219.0,6.0
2024,Singapore,2024-05-02,T52,Pat Perez,72,76.0,71.0,219.0,6.0
2024,Singapore,2024-05-02,54,Jinichiro Kozuma,73,72.0,76.0,221.0,8.0
2024,Houston,2024-06-07,1,Carlos Ortiz,66,68.0,67.0,201.0,-15.0
2024,Houston,2024-06-07,2,Adrian Meronk,65,69.0,68.0,202.0,-14.0
2024,Houston,2024-06-07,T3,David Puig,68,66.0,69.0,203.0,-13.0
2024,Houston,2024-06-07,T3,Patrick Reed,67,68.0,68.0,203.0,-13.0
2024,Houston,2024-06-07,5,Sergio Garcia,67,70.0,68.0,205.0,-11.0
2024,Houston,2024-06-07,T6,Lucas Herbert,69,68.0,69.0,206.0,-10.0
2024,Houston,2024-06-07,T6,Anirban Lahiri,69,69.0,68.0,206.0,-10.0
2024,Houston,2024-06-07,T6,Graeme McDowell,69,68.0,69.0,206.0,-10.0
2024,Houston,2024-06-07,T9,Paul Casey,67,67.0,73.0,207.0,-9.0
2024,Houston,2024-06-07,T9,Martin Kaymer,65,72.0,70.0,207.0,-9.0
2024,Houston,2024-06-07,T9,Brooks Koepka,70,72.0,65.0,207.0,-9.0
2024,Houston,2024-06-07,T9,Cameron Tringale,70,69.0,68.0,207.0,-9.0
2024,Houston,2024-06-07,13,Dustin Johnson,67,71.0,70.0,208.0,-8.0
2024,Houston,2024-06-07,14,Matthew Wolff,69,67.0,73.0,209.0,-7.0
2024,Houston,2024-06-07,T15,Talor Gooch,73,71.0,66.0,210.0,-6.0
2024,Houston,2024-06-07,T15,Sebastian Munoz,69,71.0,70.0,210.0,-6.0
2024,Houston,2024-06-07,T15,Henrik Stenson,70,70.0,70.0,210.0,-6.0
2024,Houston,2024-06-07,T18,Dean Burmester,72,69.0,70.0,211.0,-5.0
2024,Houston,2024-06-07,T18,Bryson DeChambeau,69,70.0,72.0,211.0,-5.0
2024,Houston,2024-06-07,T18,Tyrrell Hatton,70,70.0,71.0,211.0,-5.0
2024,Houston,2024-06-07,T18,Jason Kokrak,71,66.0,74.0,211.0,-5.0
2024,Houston,2024-06-07,T18,Charl Schwartzel,70,72.0,69.0,211.0,-5.0
2024,Houston,2024-06-07,T18,Lee Westwood,69,72.0,70.0,211.0,-5.0
2024,Houston,2024-06-07,T24,Abraham Ancer,75,66.0,71.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Richard Bland,74,71.0,67.0,212.0,-4.0
2024,Houston,2024-06-07,T24,John Catlin,71,70.0,71.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Sam Horsfield,72,74.0,66.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Marc Leishman,67,75.0,70.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Kevin Na,66,72.0,74.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Thomas Pieters,70,68.0,74.0,212.0,-4.0
2024,Houston,2024-06-07,T24,Kieran Vincent,70,70.0,72.0,212.0,-4.0
2024,Houston,2024-06-07,T32,Jinichiro Kozuma,70,73.0,70.0,213.0,-3.0
2024,Houston,2024-06-07,T32,Joaquin Niemann,67,69.0,77.0,213.0,-3.0
2024,Houston,2024-06-07,T32,Kalle Samooja,69,73.0,71.0,213.0,-3.0
2024,Houston,2024-06-07,T32,Caleb Surratt,65,76.0,72.0,213.0,-3.0
2024,Houston,2024-06-07,T32,Harold Varner III,70,74.0,69.0,213.0,-3.0
2024,Houston,2024-06-07,T37,Phil Mickelson,71,69.0,74.0,214.0,-2.0
2024,Houston,2024-06-07,T37,Brendan Steele,70,70.0,74.0,214.0,-2.0
2024,Houston,2024-06-07,T39,Matt Jones,68,74.0,73.0,215.0,-1.0
2024,Houston,2024-06-07,T39,Mito Pereira,70,74.0,71.0,215.0,-1.0
2024,Houston,2024-06-07,41,Eugenio Lopez-Chacarra,69,72.0,75.0,216.0,0.0
2024,Houston,2024-06-07,T42,Andy Ogletree,77,70.0,70.0,217.0,1.0
2024,Houston,2024-06-07,T42,Pat Perez,72,68.0,77.0,217.0,1.0
2024,Houston,2024-06-07,T42,Peter Uihlein,74,75.0,68.0,217.0,1.0
2024,Houston,2024-06-07,T42,Scott Vincent,73,74.0,70.0,217.0,1.0
2024,Houston,2024-06-07,T46,Ian Poulter,67,72.0,79.0,218.0,2.0
2024,Houston,2024-06-07,T46,Hudson Swafford,75,70.0,73.0,218.0,2.0
2024,Houston,2024-06-07,T48,Anthony Kim,73,76.0,71.0,220.0,4.0
2024,Houston,2024-06-07,T48,Cameron Smith,71,69.0,80.0,220.0,4.0
2024,Houston,2024-06-07,50,Danny Lee,70,72.0,79.0,221.0,5.0
2024,Houston,2024-06-07,51,Bubba Watson,75,72.0,75.0,222.0,6.0
2024,Houston,2024-06-07,52,Branden Grace,76,74.0,74.0,224.0,8.0
2024,Houston,2024-06-07,WD,Louis Oosthuizen,69,,,,
2024,Houston,2024-06-07,WD,Jon Rahm,69,,,,
2024,Nashville,2024-06-21,1,Tyrrell Hatton,65,64.0,65.0,194.0,-19.0
2024,Nashville,2024-06-21,2,Sam Horsfield,67,68.0,65.0,200.0,-13.0
2024,Nashville,2024-06-21,T3,Bryson DeChambeau,67,66.0,68.0,201.0,-12.0
2024,Nashville,2024-06-21,T3,Joaquin Niemann,70,69.0,62.0,201.0,-12.0
2024,Nashville,2024-06-21,T3,Jon Rahm,70,63.0,68.0,201.0,-12.0
2024,Nashville,2024-06-21,T3,Lee Westwood,69,66.0,66.0,201.0,-12.0
2024,Nashville,2024-06-21,T7,John Catlin,66,66.0,70.0,202.0,-11.0
2024,Nashville,2024-06-21,T7,Sebastian Munoz,67,70.0,65.0,202.0,-11.0
2024,Nashville,2024-06-21,T9,Richard Bland,70,67.0,66.0,203.0,-10.0
2024,Nashville,2024-06-21,T9,Paul Casey,70,68.0,65.0,203.0,-10.0
2024,Nashville,2024-06-21,T9,Carlos Ortiz,68,66.0,69.0,203.0,-10.0
2024,Nashville,2024-06-21,T9,Cameron Smith,69,65.0,69.0,203.0,-10.0
2024,Nashville,2024-06-21,13,Louis Oosthuizen,70,70.0,64.0,204.0,-9.0
2024,Nashville,2024-06-21,T14,Pat Perez,72,69.0,64.0,205.0,-8.0
2024,Nashville,2024-06-21,T14,Brendan Steele,71,67.0,67.0,205.0,-8.0
2024,Nashville,2024-06-21,T16,Harold Varner III,71,64.0,71.0,206.0,-7.0
2024,Nashville,2024-06-21,T16,Matthew Wolff,72,67.0,67.0,206.0,-7.0
2024,Nashville,2024-06-21,T18,Abraham Ancer,64,75.0,68.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Sergio Garcia,68,71.0,68.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Jason Kokrak,71,65.0,71.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Anirban Lahiri,70,68.0,69.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Marc Leishman,69,69.0,69.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Eugenio Lopez-Chacarra,67,70.0,70.0,207.0,-6.0
2024,Nashville,2024-06-21,T18,Kieran Vincent,71,66.0,70.0,207.0,-6.0
2024,Nashville,2024-06-21,T25,Dean Burmester,70,66.0,72.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Kevin Na,69,67.0,72.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Ian Poulter,71,67.0,70.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Charl Schwartzel,69,72.0,67.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Henrik Stenson,70,68.0,70.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Caleb Surratt,70,69.0,69.0,208.0,-5.0
2024,Nashville,2024-06-21,T25,Scott Vincent,69,67.0,72.0,208.0,-5.0
2024,Nashville,2024-06-21,T32,Adrian Meronk,73,66.0,70.0,209.0,-4.0
2024,Nashville,2024-06-21,T32,Thomas Pieters,73,68.0,68.0,209.0,-4.0
2024,Nashville,2024-06-21,T32,Patrick Reed,72,70.0,67.0,209.0,-4.0
2024,Nashville,2024-06-21,T35,Branden Grace,70,68.0,72.0,210.0,-3.0
2024,Nashville,2024-06-21,T35,Mito Pereira,69,69.0,72.0,210.0,-3.0
2024,Nashville,2024-06-21,T35,Hudson Swafford,73,67.0,70.0,210.0,-3.0
2024,Nashville,2024-06-21,T35,Cameron Tringale,74,70.0,66.0,210.0,-3.0
2024,Nashville,2024-06-21,T35,Bubba Watson,70,71.0,69.0,210.0,-3.0
2024,Nashville,2024-06-21,T40,Matt Jones,71,72.0,68.0,211.0,-2.0
2024,Nashville,2024-06-21,T40,Phil Mickelson,70,70.0,71.0,211.0,-2.0
2024,Nashville,2024-06-21,T42,Talor Gooch,71,69.0,72.0,212.0,-1.0
2024,Nashville,2024-06-21,T42,Martin Kaymer,68,70.0,74.0,212.0,-1.0
2024,Nashville,2024-06-21,T42,Brooks Koepka,69,72.0,71.0,212.0,-1.0
2024,Nashville,2024-06-21,T42,Graeme McDowell,73,68.0,71.0,212.0,-1.0
2024,Nashville,2024-06-21,T46,Anthony Kim,74,68.0,71.0,213.0,0.0
2024,Nashville,2024-06-21,T46,Jinichiro Kozuma,72,67.0,74.0,213.0,0.0
2024,Nashville,2024-06-21,48,Lucas Herbert,71,73.0,70.0,214.0,1.0
2024,Nashville,2024-06-21,49,Andy Ogletree,72,71.0,72.0,215.0,2.0
2024,Nashville,2024-06-21,50,Peter Uihlein,72,71.0,73.0,216.0,3.0
2024,Nashville,2024-06-21,T51,Dustin Johnson,72,70.0,75.0,217.0,4.0
2024,Nashville,2024-06-21,T51,David Puig,69,73.0,75.0,217.0,4.0
2024,Nashville,2024-06-21,T51,Kalle Samooja,71,77.0,69.0,217.0,4.0
2024,Nashville,2024-06-21,54,Danny Lee,75,73.0,70.0,218.0,5.0
2024,Andalucia,2024-07-12,1,Sergio Garcia,69,73.0,66.0,208.0,-5.0
2024,Andalucia,2024-07-12,2,Anirban Lahiri,69,66.0,73.0,208.0,-5.0
2024,Andalucia,2024-07-12,3,Tyrrell Hatton,72,68.0,69.0,209.0,-4.0
